#RPLIDAR SCAN DATA
#COUNT=944
#Angule	Distance	Quality
115.0763 3096.0 188
115.4498 3036.0 188
115.7629 2992.0 188
116.0760 2984.0 188
116.3892 2960.0 188
116.7023 2924.0 188
117.0154 2896.0 188
117.3395 2864.0 188
117.6526 2828.0 188
117.9657 2808.0 188
118.2788 2784.0 188
118.5919 2752.0 188
118.9655 2728.0 188
119.2786 2704.0 188
119.5917 2672.0 188
119.9048 2656.0 188
120.2179 2636.0 188
120.5420 2612.0 188
120.8551 2576.0 188
121.1682 2556.0 188
121.4813 2548.0 188
121.7944 2528.0 188
122.1075 2504.0 188
122.4207 2476.0 188
122.7942 2456.0 188
123.1073 2444.0 188
123.4369 2428.0 188
123.7500 2412.0 188
124.0576 2392.0 188
124.3707 2368.0 188
124.6838 2352.0 188
124.9969 2340.0 188
125.3265 2324.0 188
125.6396 2304.0 188
125.9528 2284.0 188
126.2604 2268.0 188
126.5735 2260.0 188
126.9031 2244.0 188
127.2656 2228.0 188
127.5897 2216.0 188
127.9028 2200.0 188
128.2159 2184.0 188
128.5291 2168.0 188
128.8422 2156.0 188
129.1553 2148.0 188
129.4794 2136.0 188
129.7925 2116.0 188
130.1056 2100.0 188
130.4187 2088.0 188
130.7318 2080.0 188
131.0614 2068.0 188
131.3745 2058.0 188
131.7480 2046.0 188
132.0612 2032.0 188
132.3743 2020.0 188
132.6874 2012.0 188
132.9950 2004.0 188
133.3246 1992.0 188
133.6377 1978.0 188
133.9508 1970.0 188
134.2639 1960.0 188
134.5770 1950.0 188
134.8901 1942.0 188
135.2142 1928.0 188
135.5273 1918.0 188
135.8405 1910.0 188
136.1536 1902.0 188
136.4667 1892.0 188
136.8402 1880.0 188
137.1533 1876.0 188
137.4829 1870.0 188
137.7960 1858.0 188
138.1091 1850.0 188
138.4167 1840.0 188
138.7299 1830.0 188
139.0430 1822.0 188
139.3726 1816.0 188
139.6857 1810.0 188
139.9988 1802.0 188
140.3119 1794.0 188
140.6250 1784.0 188
140.9491 1776.0 188
141.2622 1770.0 188
141.5753 1764.0 188
141.9489 1754.0 188
142.2620 1746.0 188
142.5751 1738.0 188
142.8882 1732.0 188
143.2013 1728.0 188
143.5309 1720.0 188
143.8385 1714.0 188
144.1516 1710.0 188
144.4647 1704.0 188
144.7778 1696.0 188
145.1074 1690.0 188
145.4205 1684.0 188
145.7336 1678.0 188
146.0468 1674.0 188
146.3544 1666.0 188
146.6840 1658.0 188
146.9971 1656.0 188
147.3102 1650.0 188
147.6233 1642.0 188
147.9968 1638.0 188
148.3099 1638.0 188
148.6230 1630.0 188
148.9362 1624.0 188
149.2603 1620.0 188
149.5734 1616.0 188
149.8865 1612.0 188
150.1996 1606.0 188
150.5127 1604.0 188
150.8423 1602.0 188
152.0892 1588.0 188
152.4023 1574.0 188
152.7319 1574.0 188
153.0450 1570.0 188
153.3582 1566.0 188
153.6713 1562.0 188
153.9954 1558.0 188
154.3085 1554.0 188
154.6216 1552.0 188
159.2303 688.0 188
159.6094 682.0 188
159.9170 678.0 188
160.2301 676.0 188
160.5432 674.0 188
161.4990 672.0 188
162.3889 694.0 188
162.7625 672.0 188
163.0756 674.0 188
163.4052 676.0 188
163.7183 680.0 188
164.0259 680.0 188
164.2950 686.0 188
165.2454 696.0 188
165.7617 1460.0 188
166.0748 1456.0 188
166.4044 1454.0 188
166.7175 1454.0 188
167.0306 1452.0 188
167.3438 1452.0 188
167.6678 1452.0 188
167.9810 1450.0 188
168.2941 1450.0 188
168.6237 1448.0 188
168.9807 1446.0 188
169.2499 1448.0 188
169.6234 1444.0 188
169.9365 1440.0 188
170.2496 1440.0 188
170.5737 1440.0 188
170.8868 1438.0 188
171.2000 1438.0 188
171.5295 1438.0 188
171.8427 1438.0 188
172.1558 1436.0 188
172.4634 1436.0 188
172.7930 1434.0 188
173.1061 1432.0 188
173.8586 1282.0 188
174.1718 1278.0 188
174.4794 1274.0 188
174.7925 1274.0 188
175.6384 1434.0 188
175.9515 1430.0 188
176.2811 1428.0 188
176.5887 1428.0 188
176.9019 1428.0 188
177.2150 1430.0 188
177.5446 1430.0 188
177.8577 1430.0 188
178.1708 1430.0 188
178.4949 1430.0 188
178.8080 1430.0 188
179.1211 1430.0 188
179.4342 1430.0 188
179.7638 1432.0 188
180.0769 1430.0 188
180.3900 1432.0 188
180.7031 1434.0 188
181.0272 1436.0 188
181.3403 1434.0 188
181.6534 1434.0 188
181.9666 1436.0 188
182.2961 1436.0 188
182.6093 1434.0 188
182.9169 1434.0 188
183.2465 1436.0 188
183.5596 1436.0 188
183.8727 1438.0 188
184.1858 1438.0 188
184.5154 1440.0 188
184.8230 1442.0 188
185.1361 1442.0 188
185.4492 1444.0 188
185.7184 1448.0 188
186.0260 1450.0 188
186.3556 1450.0 188
186.9818 1452.0 188
188.1519 1188.0 188
188.5309 1168.0 188
188.8385 1138.0 188
189.1681 1126.0 188
189.4812 1122.0 188
189.8547 1112.0 188
190.1678 1104.0 188
190.4810 1096.0 188
190.8105 1096.0 188
191.1237 1100.0 188
191.4368 1086.0 188
191.8103 1066.0 188
192.1234 1060.0 188
192.4365 1050.0 188
192.7606 1040.0 188
193.0737 1028.0 188
193.4528 1020.0 188
193.7604 1006.0 188
194.1394 980.0 188
194.4525 968.0 188
195.0897 966.0 188
195.5127 896.0 188
195.8258 894.0 188
196.1554 898.0 188
196.7322 924.0 188
197.0892 910.0 188
197.4188 898.0 188
197.7319 884.0 188
198.1055 874.0 188
198.4186 872.0 188
198.7317 870.0 188
199.0448 868.0 188
199.3744 866.0 188
199.6875 866.0 188
199.9951 864.0 188
200.3247 864.0 188
200.6378 866.0 188
200.9509 868.0 188
201.2640 870.0 188
201.5936 872.0 188
201.9012 876.0 188
202.1704 882.0 188
202.4835 884.0 188
202.7966 890.0 188
203.1042 898.0 188
203.4338 906.0 188
203.6865 920.0 188
203.9996 932.0 188
204.3237 942.0 188
204.5764 958.0 188
204.9060 982.0 188
205.4828 1010.0 188
207.7185 514.0 188
208.0920 510.0 188
208.4052 508.0 188
208.7183 506.0 188
209.0259 506.0 188
209.6686 506.0 188
208.5260 4504.0 188
208.8391 4504.0 188
209.1522 4464.0 188
209.4818 4496.0 188
210.1080 4504.0 188
210.4321 4504.0 188
210.7452 4560.0 188
211.0583 4648.0 188
211.3715 4664.0 188
211.7010 4664.0 188
212.0142 4696.0 188
212.3273 4752.0 188
212.6404 4776.0 188
212.9645 4776.0 188
213.2776 4792.0 188
213.5907 4808.0 188
213.9038 4824.0 188
214.2334 4840.0 188
214.5465 4856.0 188
214.8541 4864.0 188
215.1672 4872.0 188
215.4968 4896.0 188
215.7495 4936.0 188
216.0736 4944.0 188
216.3867 4960.0 188
216.6998 5008.0 188
217.0129 5024.0 188
217.3425 5024.0 188
217.6556 5000.0 188
218.6060 5016.0 188
222.1216 490.0 188
222.6984 494.0 188
223.0280 495.0 188
225.6702 477.0 188
225.9833 479.0 188
226.7303 458.0 188
227.0435 456.0 188
227.3566 457.0 188
227.7301 453.0 188
228.0432 454.0 188
228.3124 462.0 188
228.5760 466.0 188
228.8892 468.0 188
229.2023 472.0 188
229.5154 470.0 188
229.8889 463.0 188
230.2185 461.0 188
230.5261 462.0 188
230.7788 465.0 188
231.1084 470.0 188
231.3556 473.0 188
231.6852 474.0 188
233.1354 405.0 188
233.5144 402.0 188
233.8275 401.0 188
234.1406 400.0 188
234.4482 399.0 188
234.8273 395.0 188
235.1404 392.0 188
235.4645 392.0 188
235.8435 390.0 188
236.1511 387.0 188
237.4969 347.0 188
237.8705 346.0 188
238.4528 348.0 188
240.0128 300.0 188
240.9686 301.0 188
242.5891 297.0 188
242.9681 295.0 188
243.2922 294.0 188
243.6053 294.0 188
243.9844 291.0 188
244.4019 284.0 188
244.7809 280.0 188
245.1544 277.0 188
245.4675 277.0 188
245.7806 277.0 188
246.1047 278.0 188
246.4178 278.0 188
246.7310 277.0 188
247.0441 277.0 188
247.3737 278.0 188
247.6868 279.0 188
247.9504 280.0 188
248.2635 280.0 188
248.5767 281.0 188
248.8403 284.0 188
249.1534 284.0 188
249.4666 284.0 188
249.7302 286.0 188
250.0433 287.0 188
250.3564 287.0 188
250.6696 287.0 188
250.9827 289.0 188
251.2463 290.0 188
251.5594 291.0 188
251.8726 292.0 188
252.1362 293.0 188
252.4493 295.0 188
252.7625 296.0 188
253.0261 297.0 188
253.3392 299.0 188
253.6084 301.0 188
253.8556 304.0 188
254.1687 306.0 188
254.4324 309.0 188
254.6851 312.0 188
255.0146 315.0 188
255.2618 319.0 188
255.5310 321.0 188
255.7782 325.0 188
256.0419 328.0 188
256.6681 331.0 188
259.4806 3920.0 188
259.7937 3888.0 188
260.1068 3872.0 188
260.4199 3868.0 188
260.7495 3868.0 188
261.0571 3864.0 188
261.3702 3860.0 188
261.6833 3856.0 188
261.9965 3860.0 188
262.3096 3856.0 188
262.6392 3856.0 188
263.2654 3860.0 188
264.8749 1310.0 188
265.8252 1320.0 188
269.2474 3844.0 188
269.5605 3844.0 188
269.8737 3852.0 188
270.1978 3852.0 188
270.5109 3848.0 188
270.8240 3848.0 188
271.1371 3848.0 188
271.4502 3848.0 188
271.7633 3848.0 188
272.0929 3848.0 188
272.4060 3848.0 188
272.7136 3852.0 188
273.0267 3856.0 188
273.3398 3860.0 188
273.6530 3860.0 188
273.9825 3856.0 188
274.2957 3856.0 188
274.6088 3860.0 188
274.9219 3864.0 188
275.2295 3868.0 188
275.5591 3872.0 188
275.8722 3876.0 188
276.1853 3876.0 188
276.4984 3880.0 188
276.8280 3884.0 188
277.1356 3888.0 188
277.4487 3884.0 188
277.7618 3884.0 188
278.0914 3888.0 188
278.4045 3892.0 188
278.7177 3896.0 188
279.0308 3896.0 188
279.3549 3908.0 188
279.6680 3916.0 188
279.9811 3916.0 188
280.2942 3916.0 188
280.6238 3924.0 188
280.9369 3940.0 188
281.2500 3952.0 188
281.5576 3956.0 188
281.8872 3968.0 188
282.2003 3984.0 188
282.5134 3996.0 188
282.8265 4004.0 188
283.1396 4004.0 188
283.4637 4008.0 188
283.7769 4020.0 188
284.0900 4016.0 188
284.4031 4024.0 188
284.7327 4036.0 188
285.0458 4048.0 188
285.3589 4056.0 188
285.6665 4060.0 188
285.9961 4068.0 188
286.3092 4072.0 188
286.6223 4080.0 188
286.9354 4088.0 188
287.1991 4100.0 188
287.5122 4104.0 188
287.8253 4112.0 188
288.1549 4120.0 188
288.4680 4120.0 188
288.7811 4136.0 188
294.2139 3528.0 188
294.5929 3496.0 188
294.9060 3468.0 188
295.2136 3436.0 188
295.5267 3376.0 188
295.8563 3328.0 188
296.1694 3308.0 188
296.4825 3280.0 188
296.7957 3252.0 188
297.1198 3220.0 188
297.4329 3176.0 188
297.7460 3136.0 188
298.0591 3120.0 188
298.3887 3100.0 188
298.7457 3060.0 188
299.0753 3020.0 188
299.3884 2988.0 188
299.7015 2968.0 188
300.0146 2952.0 188
300.3387 2932.0 188
300.6519 2904.0 188
300.9650 2880.0 188
301.2781 2848.0 188
301.6077 2820.0 188
301.9208 2804.0 188
302.2339 2784.0 188
302.5415 2760.0 188
302.9205 2728.0 188
303.2336 2700.0 188
303.5577 2680.0 188
303.8708 2668.0 188
304.1840 2652.0 188
304.4971 2632.0 188
304.8102 2608.0 188
305.1398 2580.0 188
305.4529 2560.0 188
305.7605 2548.0 188
306.0901 2532.0 188
306.4032 2520.0 188
306.7163 2504.0 188
307.0459 2472.0 188
307.4194 2456.0 188
307.7325 2448.0 188
308.0457 2440.0 188
308.3588 2428.0 188
308.6829 2408.0 188
308.9960 2392.0 188
309.3091 2380.0 188
309.6387 2368.0 188
309.9518 2352.0 188
310.2649 2336.0 188
310.5890 2328.0 188
310.9021 2312.0 188
311.2152 2296.0 188
311.5448 2284.0 188
311.8579 2272.0 188
312.1710 2260.0 188
312.4951 2244.0 188
312.8577 2232.0 188
313.1873 2224.0 188
313.4949 2216.0 188
313.8080 2200.0 188
314.1376 2184.0 188
314.4507 2172.0 188
314.7638 2160.0 188
315.0934 2152.0 188
315.4010 2152.0 188
315.7141 2156.0 188
316.0437 2164.0 188
316.3568 2180.0 188
316.6699 2200.0 188
316.9830 2208.0 188
317.3071 2224.0 188
317.5763 2240.0 188
317.8894 2256.0 188
318.5156 2268.0 188
319.2462 4048.0 188
319.5593 4032.0 188
319.8889 4036.0 188
320.2020 4056.0 188
320.5151 4052.0 188
320.8392 4032.0 188
321.1523 4036.0 188
321.4655 4048.0 188
321.7950 4044.0 188
322.1082 4060.0 188
322.4213 4072.0 188
322.7454 4072.0 188
323.0585 4076.0 188
323.3716 4068.0 188
323.6847 4068.0 188
324.0143 4068.0 188
324.3274 4072.0 188
324.6405 4076.0 188
324.9646 4068.0 188
325.6512 3368.0 188
325.9644 3368.0 188
326.9202 3356.0 188
327.2333 3356.0 188
327.5574 3336.0 188
327.8705 3324.0 188
328.1836 3312.0 188
328.5132 3288.0 188
328.8263 3268.0 188
329.1394 3260.0 188
329.4635 3256.0 188
329.7766 3252.0 188
330.0897 3240.0 188
330.4193 3232.0 188
330.7324 3228.0 188
331.0455 3216.0 188
331.3696 3208.0 188
331.6827 3204.0 188
331.9958 3200.0 188
332.3090 3196.0 188
332.6385 3184.0 188
332.9517 3176.0 188
333.2648 3168.0 188
333.5889 3160.0 188
333.9020 3156.0 188
334.2151 3148.0 188
334.5447 3140.0 188
334.8578 3132.0 188
335.1709 3132.0 188
335.4950 3124.0 188
335.8081 3112.0 188
336.1212 3104.0 188
336.4343 3096.0 188
336.7639 3080.0 188
337.1375 3068.0 188
337.4506 3064.0 188
337.7637 3064.0 188
338.0933 3060.0 188
338.4009 3052.0 188
338.7140 3044.0 188
339.0271 3040.0 188
339.3567 3040.0 188
339.6698 3036.0 188
339.9829 3032.0 188
340.3125 3032.0 188
341.2793 1660.0 188
341.5924 1658.0 188
341.9055 1656.0 188
342.2186 1658.0 188
342.5427 1652.0 188
342.8558 1648.0 188
343.1689 1646.0 188
343.4985 1642.0 188
343.8116 1642.0 188
344.1248 1640.0 188
344.4489 1640.0 188
344.8114 1636.0 188
345.1355 1636.0 188
345.4486 1632.0 188
345.7617 1626.0 188
346.0913 1626.0 188
346.4044 1624.0 188
346.7175 1626.0 188
347.0306 1624.0 188
347.3547 1620.0 188
347.6678 1618.0 188
347.9810 1618.0 188
348.3105 1616.0 188
348.6237 1612.0 188
348.9368 1610.0 188
349.2499 1610.0 188
349.5740 1612.0 188
349.8871 1612.0 188
350.2002 1610.0 188
350.5298 1606.0 188
350.8429 1604.0 188
351.1560 1602.0 188
351.4801 1600.0 188
351.7932 1594.0 188
352.1063 1592.0 188
352.4194 1594.0 188
